0
//Index	Money	RateAL0	RateAL1	RateAL2	RateAL3	CGroup	CItem	ExeRand
58		1000	100		100		100		100		1		8       1		 //Wings lvl4
59		1000	100		100		100		100		4		6       0		 //Pluma S4
100		1000	100		100		100		100		5		4       1		 //Cloack Death
101		1000	100		100		100		100		5		4       1		 //Wing of Chaos
102		1000	100		100		100		100		5		4       1		 //Wing of Magic
103		1000	100		100		100		100		5		4       1		 //Wing of Life
105		1000    100		100		100		100		10		6       1		 //DARKANGEL Weapons
107		1000	100		100		100		100		10		6		1		 //HOLYANGEL Weapons
109		1000	100		100		100		100		10		6       1		 //Soul Weapons
110		1000	100		100		100		100		10		6       1		 //BLUE EYES Weapons
111		1000	100		100		100		100		1		6       0		 //Archangel큦 Hammer
112		1000	100		100		100		100		7		6		1		 //Blessed Archangel큦
120		1000	100		100		100		100		1		2		0		 //Ancient Hero Soul
121		1000	100		100		100		100		28		2		0		 //Blood Angel Mastery
122		1000	100		100		100		100		28		6		0		 //Darkangel Mastery
123		1000	100		100		100		100		28		6		0		 //HOLYANGEL Mastery
124		1000	100		100		100		100		28		6		0		 //AWAKENING Mastery
125		1000	100		100		100		100		28		6		0		 //BLUE EYES Mastery
126		1000	100		100		100		100		28		6		0		 //SILVER HEART Mastery
127		1000	100		100		100		100		28		6		0		 //MAMTICORE Mastery
128		1000	100		100		100		100		10		6       1		 //Silver Weapons
150		1000	100		100		100		100		1		7		0		 //Ghost Horse
151		1000	100		100		100		100		1		5		1		 //Wing of Conqueror
end

1
//Index	ItemMix		level	Count	commnet
//-- Wings lvl 4                      lineas del mix: 81
109         5       2615            2615            0           1      -1      -1           3       0		255		255		255		255		255
109         6       2616            2616            0           1      -1      -1           3       0		255		255		255		255		255
109         7       2587            2587            0           1      -1      -1           3       0		255		255		255		255		255
109         8       3125            3125            0           1      -1      -1           3       0		255		255		255		255		255
//-- Soul Weapons a Blue EYES
110         0       78              78              0           1      -1      -1           2       0		255		255		255		255		255
110         1       79              79              0           1      -1      -1           2       0		255		255		255		255		255
110         2       80              80              0           1      -1      -1           2       0		255		255		255		255		255
110         3       1064            1064            0           1      -1      -1           2       0		255		255		255		255		255
110         4       2088            2088            0           1      -1      -1           2       0		255		255		255		255		255
110         5       2621            2621            0           1      -1      -1           2       0		255		255		255		255		255
110         6       2622            2622            0           1      -1      -1           2       0		255		255		255		255		255
110         7       2588            2588            0           1      -1      -1           2       0		255		255		255		255		255
110         8       3126            3126            0           1      -1      -1           2       0		255		255		255		255		255
//-- Blue EYES a Silver
128         0       81              81              0           1      -1      -1           2       0		255		255		255		255		255
128         1       82              82              0           1      -1      -1           2       0		255		255		255		255		255
128         2       83              83              0           1      -1      -1           2       0		255		255		255		255		255
128         3       1066            1066            0           1      -1      -1           2       0		255		255		255		255		255
128         4       2090            2090            0           1      -1      -1           2       0		255		255		255		255		255
128         5       2624            2624            0           1      -1      -1           2       0		255		255		255		255		255
128         6       2625            2625            0           1      -1      -1           2       0		255		255		255		255		255
128         7       2589            2589            0           1      -1      -1           2       0		255		255		255		255		255
128         8       3127            3127            0           1      -1      -1           2       0		255		255		255		255		255
//-- Archangel큦 Hammer
111			0		6807			6807			0			0		0		0			0		0		255		255		255		255		255
//-- Blessed Archangel큦
112         0       51              51              0           1       1       7           3       0		255		255		255		255		255
112         1       61              61              0           1       1       7           3       0		255		255		255		255		255
112         2       1049            1049            0           1       1       7           3       0		255		255		255		255		255
112         3       2078            2078            0           1       1       7           3       0		255		255		255		255		255
112         4       2609            2609            0           1       1       7           3       0		255		255		255		255		255
112         5       2610            2610            0           1       1       7           3       0		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
120			0		7370			7370			0			0		0		0			0		0		255		255		255		255		255
// Mastery Blood Angel
// bk
121			0		4194			4194			0			0		-1		-1			0		5		255		255		255		255		255
121			1		3682			3682			0			0		-1		-1			0		5		255		255		255		255		255
121			2		4706			4706			0			0		-1		-1			0		5		255		255		255		255		255
121			3		5730			5730			0			0		-1		-1			0		5		255		255		255		255		255
// sm
121			4		4195			4195			0			0		-1		-1			0		5		255		255		255		255		255
121			5		3683			3683			0			0		-1		-1			0		5		255		255		255		255		255
121			6		4707			4707			0			0		-1		-1			0		5		255		255		255		255		255
121			7		5219			5219			0			0		-1		-1			0		5		255		255		255		255		255
// elf
121			8		4196			4196			0			0		-1		-1			0		5		255		255		255		255		255
121			9		3684			3684			0			0		-1		-1			0		5		255		255		255		255		255
121			10		4708			4708			0			0		-1		-1			0		5		255		255		255		255		255
121			11		5220			5220			0			0		-1		-1			0		5		255		255		255		255		255
// mg
121			12		4198			4198			0			0		-1		-1			0		5		255		255		255		255		255
121			13		5734			5734			0			0		-1		-1			0		5		255		255		255		255		255
121			14		4710			4710			0			0		-1		-1			0		5		255		255		255		255		255
121			15		5222			5222			0			0		-1		-1			0		5		255		255		255		255		255
// dl
121			16		4199			4199			0			0		-1		-1			0		5		255		255		255		255		255
121			17		3687			3687			0			0		-1		-1			0		5		255		255		255		255		255
121			18		4711			4711			0			0		-1		-1			0		5		255		255		255		255		255
121			19		5223			5223			0			0		-1		-1			0		5		255		255		255		255		255
// sum
121			20		4197			4197			0			0		-1		-1			0		5		255		255		255		255		255
121			21		3685			3685			0			0		-1		-1			0		5		255		255		255		255		255
121			22		4709			4709			0			0		-1		-1			0		5		255		255		255		255		255
121			23		5221			5221			0			0		-1		-1			0		5		255		255		255		255		255
// rf
121			24		4200			4200			0			0		-1		-1			0		5		255		255		255		255		255
121			25		3688			3688			0			0		-1		-1			0		5		255		255		255		255		255
121			26		4712			4712			0			0		-1		-1			0		5		255		255		255		255		255
121			27		5736			5736			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM DARKANGEL
122			0		3722			3722			0			0		-1		-1			0		5		255		255		255		255		255
122			1		3723			3723			0			0		-1		-1			0		5		255		255		255		255		255
122			2		3724			3724			0			0		-1		-1			0		5		255		255		255		255		255
122			3		3725			3725			0			0		-1		-1			0		5		255		255		255		255		255
122			4		3727			3727			0			0		-1		-1			0		5		255		255		255		255		255
122			5		3728			3728			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR DARKANGEL
122			6		4234			4234			0			0		-1		-1			0		5		255		255		255		255		255
122			7		4235			4235			0			0		-1		-1			0		5		255		255		255		255		255
122			8		4236			4236			0			0		-1		-1			0		5		255		255		255		255		255
122			9		4237			4237			0			0		-1		-1			0		5		255		255		255		255		255
122			10		4238			4238			0			0		-1		-1			0		5		255		255		255		255		255
122			11		4239			4239			0			0		-1		-1			0		5		255		255		255		255		255
122			12		4240			4240			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS DARKANGEL
122			13		4746			4746			0			0		-1		-1			0		5		255		255		255		255		255
122			14		4747			4747			0			0		-1		-1			0		5		255		255		255		255		255
122			15		4748			4748			0			0		-1		-1			0		5		255		255		255		255		255
122			16		4749			4749			0			0		-1		-1			0		5		255		255		255		255		255
122			17		4750			4750			0			0		-1		-1			0		5		255		255		255		255		255
122			18		4751			4751			0			0		-1		-1			0		5		255		255		255		255		255
122			19		4752			4752			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES DARKANGEL
122			20		5259			5259			0			0		-1		-1			0		5		255		255		255		255		255
122			21		5260			5260			0			0		-1		-1			0		5		255		255		255		255		255
122			22		5261			5261			0			0		-1		-1			0		5		255		255		255		255		255
122			23		5262			5262			0			0		-1		-1			0		5		255		255		255		255		255
122			24		5263			5263			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS DARKANGEL
122			25		5770			5770			0			0		-1		-1			0		5		255		255		255		255		255
122			26		5774			5774			0			0		-1		-1			0		5		255		255		255		255		255
122			27		5776			5776			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM HOLYANGEL
123			0		3734			3734			0			0		-1		-1			0		5		255		255		255		255		255
123			1		3735			3735			0			0		-1		-1			0		5		255		255		255		255		255
123			2		3736			3736			0			0		-1		-1			0		5		255		255		255		255		255
123			3		3737			3737			0			0		-1		-1			0		5		255		255		255		255		255
123			4		3739			3739			0			0		-1		-1			0		5		255		255		255		255		255
123			5		3740			3740			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR HOLYANGEL
123			6		4246			4246			0			0		-1		-1			0		5		255		255		255		255		255
123			7		4247			4247			0			0		-1		-1			0		5		255		255		255		255		255
123			8		4248			4248			0			0		-1		-1			0		5		255		255		255		255		255
123			9		4249			4249			0			0		-1		-1			0		5		255		255		255		255		255
123			10		4250			4250			0			0		-1		-1			0		5		255		255		255		255		255
123			11		4251			4251			0			0		-1		-1			0		5		255		255		255		255		255
123			12		4252			4252			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS HOLYANGEL
123			13		4758			4758			0			0		-1		-1			0		5		255		255		255		255		255
123			14		4759			4759			0			0		-1		-1			0		5		255		255		255		255		255
123			15		4760			4760			0			0		-1		-1			0		5		255		255		255		255		255
123			16		4761			4761			0			0		-1		-1			0		5		255		255		255		255		255
123			17		4762			4762			0			0		-1		-1			0		5		255		255		255		255		255
123			18		4763			4763			0			0		-1		-1			0		5		255		255		255		255		255
123			19		4764			4764			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES HOLYANGEL
123			20		5271			5271			0			0		-1		-1			0		5		255		255		255		255		255
123			21		5272			5272			0			0		-1		-1			0		5		255		255		255		255		255
123			22		5273			5273			0			0		-1		-1			0		5		255		255		255		255		255
123			23		5274			5274			0			0		-1		-1			0		5		255		255		255		255		255
123			24		5275			5275			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS HOLYANGEL
123			25		5782			5782			0			0		-1		-1			0		5		255		255		255		255		255
123			26		5786			5786			0			0		-1		-1			0		5		255		255		255		255		255
123			27		5788			5788			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM AWAKENING
124			0		3690			3690			0			0		-1		-1			0		5		255		255		255		255		255
124			1		3691			3691			0			0		-1		-1			0		5		255		255		255		255		255
124			2		3692			3692			0			0		-1		-1			0		5		255		255		255		255		255
124			3		3693			3693			0			0		-1		-1			0		5		255		255		255		255		255
124			4		3695			3695			0			0		-1		-1			0		5		255		255		255		255		255
124			5		3696			3696			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR AWAKENING
124			6		4202			4202			0			0		-1		-1			0		5		255		255		255		255		255
124			7		4203			4203			0			0		-1		-1			0		5		255		255		255		255		255
124			8		4204			4204			0			0		-1		-1			0		5		255		255		255		255		255
124			9		4205			4205			0			0		-1		-1			0		5		255		255		255		255		255
124			10		4206			4206			0			0		-1		-1			0		5		255		255		255		255		255
124			11		4207			4207			0			0		-1		-1			0		5		255		255		255		255		255
124			12		4208			4208			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS AWAKENING
124			13		4714			4714			0			0		-1		-1			0		5		255		255		255		255		255
124			14		4715			4715			0			0		-1		-1			0		5		255		255		255		255		255
124			15		4716			4716			0			0		-1		-1			0		5		255		255		255		255		255
124			16		4717			4717			0			0		-1		-1			0		5		255		255		255		255		255
124			17		4718			4718			0			0		-1		-1			0		5		255		255		255		255		255
124			18		4719			4719			0			0		-1		-1			0		5		255		255		255		255		255
124			19		4720			4720			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES AWAKENING
124			20		5227			5227			0			0		-1		-1			0		5		255		255		255		255		255
124			21		5228			5228			0			0		-1		-1			0		5		255		255		255		255		255
124			22		5229			5229			0			0		-1		-1			0		5		255		255		255		255		255
124			23		5230			5230			0			0		-1		-1			0		5		255		255		255		255		255
124			24		5231			5231			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS AWAKENING
124			25		5738			5738			0			0		-1		-1			0		5		255		255		255		255		255
124			26		5742			5742			0			0		-1		-1			0		5		255		255		255		255		255
124			27		5744			5744			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM BLUE EYES
125			0		3748			3748			0			0		-1		-1			0		5		255		255		255		255		255
125			1		3749			3749			0			0		-1		-1			0		5		255		255		255		255		255
125			2		3750			3750			0			0		-1		-1			0		5		255		255		255		255		255
125			3		3751			3751			0			0		-1		-1			0		5		255		255		255		255		255
125			4		3753			3753			0			0		-1		-1			0		5		255		255		255		255		255
125			5		3754			3754			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR BLUE EYES
125			6		4260			4260			0			0		-1		-1			0		5		255		255		255		255		255
125			7		4261			4261			0			0		-1		-1			0		5		255		255		255		255		255
125			8		4262			4262			0			0		-1		-1			0		5		255		255		255		255		255
125			9		4263			4263			0			0		-1		-1			0		5		255		255		255		255		255
125			10		4264			4264			0			0		-1		-1			0		5		255		255		255		255		255
125			11		4265			4265			0			0		-1		-1			0		5		255		255		255		255		255
125			12		4266			4266			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS BLUE EYES
125			13		4772			4772			0			0		-1		-1			0		5		255		255		255		255		255
125			14		4773			4773			0			0		-1		-1			0		5		255		255		255		255		255
125			15		4774			4774			0			0		-1		-1			0		5		255		255		255		255		255
125			16		4775			4775			0			0		-1		-1			0		5		255		255		255		255		255
125			17		4776			4776			0			0		-1		-1			0		5		255		255		255		255		255
125			18		4777			4777			0			0		-1		-1			0		5		255		255		255		255		255
125			19		4778			4778			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES BLUE EYES
125			20		5285			5285			0			0		-1		-1			0		5		255		255		255		255		255
125			21		5286			5286			0			0		-1		-1			0		5		255		255		255		255		255
125			22		5287			5287			0			0		-1		-1			0		5		255		255		255		255		255
125			23		5288			5288			0			0		-1		-1			0		5		255		255		255		255		255
125			24		5289			5289			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS BLUE EYES
125			25		5796			5796			0			0		-1		-1			0		5		255		255		255		255		255
125			26		5800			5800			0			0		-1		-1			0		5		255		255		255		255		255
125			27		5802			5802			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM SILVER HEART
126			0		3773			3773			0			0		-1		-1			0		5		255		255		255		255		255
126			1		3774			3774			0			0		-1		-1			0		5		255		255		255		255		255
126			2		3775			3775			0			0		-1		-1			0		5		255		255		255		255		255
126			3		3776			3776			0			0		-1		-1			0		5		255		255		255		255		255
126			4		3778			3778			0			0		-1		-1			0		5		255		255		255		255		255
126			5		3779			3779			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR SILVER HEART
126			6		4285			4285			0			0		-1		-1			0		5		255		255		255		255		255
126			7		4286			4286			0			0		-1		-1			0		5		255		255		255		255		255
126			8		4287			4287			0			0		-1		-1			0		5		255		255		255		255		255
126			9		4288			4288			0			0		-1		-1			0		5		255		255		255		255		255
126			10		4289			4289			0			0		-1		-1			0		5		255		255		255		255		255
126			11		4290			4290			0			0		-1		-1			0		5		255		255		255		255		255
126			12		4291			4291			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS SILVER HEART
126			13		4797			4797			0			0		-1		-1			0		5		255		255		255		255		255
126			14		4798			4798			0			0		-1		-1			0		5		255		255		255		255		255
126			15		4799			4799			0			0		-1		-1			0		5		255		255		255		255		255
126			16		4800			4800			0			0		-1		-1			0		5		255		255		255		255		255
126			17		4801			4801			0			0		-1		-1			0		5		255		255		255		255		255
126			18		4802			4802			0			0		-1		-1			0		5		255		255		255		255		255
126			19		4803			4803			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES SILVER HEART
126			20		5310			5310			0			0		-1		-1			0		5		255		255		255		255		255
126			21		5311			5311			0			0		-1		-1			0		5		255		255		255		255		255
126			22		5312			5312			0			0		-1		-1			0		5		255		255		255		255		255
126			23		5313			5313			0			0		-1		-1			0		5		255		255		255		255		255
126			24		5314			5314			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS SILVER HEART
126			25		5821			5821			0			0		-1		-1			0		5		255		255		255		255		255
126			26		5825			5825			0			0		-1		-1			0		5		255		255		255		255		255
126			27		5827			5827			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- HELM MAMTICORE
127			0		3785			3785			0			0		-1		-1			0		5		255		255		255		255		255
127			1		3786			3786			0			0		-1		-1			0		5		255		255		255		255		255
127			2		3787			3787			0			0		-1		-1			0		5		255		255		255		255		255
127			3		3788			3788			0			0		-1		-1			0		5		255		255		255		255		255
127			4		3790			3790			0			0		-1		-1			0		5		255		255		255		255		255
127			5		3791			3791			0			0		-1		-1			0		5		255		255		255		255		255
//-- ARMOR MAMTICORE
127			6		4297			4297			0			0		-1		-1			0		5		255		255		255		255		255
127			7		4298			4298			0			0		-1		-1			0		5		255		255		255		255		255
127			8		4299			4299			0			0		-1		-1			0		5		255		255		255		255		255
127			9		4300			4300			0			0		-1		-1			0		5		255		255		255		255		255
127			10		4301			4301			0			0		-1		-1			0		5		255		255		255		255		255
127			11		4302			4302			0			0		-1		-1			0		5		255		255		255		255		255
127			12		4303			4303			0			0		-1		-1			0		5		255		255		255		255		255
//-- PANTS MAMTICORE
127			13		4809			4809			0			0		-1		-1			0		5		255		255		255		255		255
127			14		4810			4810			0			0		-1		-1			0		5		255		255		255		255		255
127			15		4811			4811			0			0		-1		-1			0		5		255		255		255		255		255
127			16		4812			4812			0			0		-1		-1			0		5		255		255		255		255		255
127			17		4813			4813			0			0		-1		-1			0		5		255		255		255		255		255
127			18		4814			4814			0			0		-1		-1			0		5		255		255		255		255		255
127			19		4815			4815			0			0		-1		-1			0		5		255		255		255		255		255
//-- GLOVES MAMTICORE
127			20		5322			5322			0			0		-1		-1			0		5		255		255		255		255		255
127			21		5323			5323			0			0		-1		-1			0		5		255		255		255		255		255
127			22		5324			5324			0			0		-1		-1			0		5		255		255		255		255		255
127			23		5325			5325			0			0		-1		-1			0		5		255		255		255		255		255
127			24		5326			5326			0			0		-1		-1			0		5		255		255		255		255		255
//-- BOOTS MAMTICORE
127			25		5833			5833			0			0		-1		-1			0		5		255		255		255		255		255
127			26		5837			5837			0			0		-1		-1			0		5		255		255		255		255		255
127			27		5839			5839			0			0		-1		-1			0		5		255		255		255		255		255
//---------------------------------------------------------------------------------------------------
//-- Ghost Horse
150			0		6882			6882			0			0		-1		-1			0		0		255		255		255		255		255
//-- Conquerir Wings
151			0		6297			6297			0			0		-1		-1			2		0		255		255		255		255		255
end
