//Item6303   Effect6303   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//Referre Cloak (Wing407.bmd) RF
6305 32380 79 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 80 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 81 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 82 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 83 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 84 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 89 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 90 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 91 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 92 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 93 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 114 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 115 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 117 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 118 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 119 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 120 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 121 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 122 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 123 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 128 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 129 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 130 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 131 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 132 0 0.18 0.02 0.21 0.5 0.0 0.0
6305 32380 133 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 134 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 135 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 136 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 137 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 170 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 171 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 172 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 173 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 174 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 179 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 180 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 181 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 182 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 183 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 184 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 185 0 0.18 0.02 0.21 0.8 0.0 0.0
6305 32380 46 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 47 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 48 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 49 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 50 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 51 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 52 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 53 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 54 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 55 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 56 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 57 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 58 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 59 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 60 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 61 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 62 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 63 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 64 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 65 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 66 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 67 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 68 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 69 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 70 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 71 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 72 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 73 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 138 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 139 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 140 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 141 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 142 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 143 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 144 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 145 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 146 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 147 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 148 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 149 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 150 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 151 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 152 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 153 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 154 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 155 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 156 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 157 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 158 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 159 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 160 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 161 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 162 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 163 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 164 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 165 0 0.72 0.18 0.26 0.3 0.0 0.0
6305 32380 7 0 1.00 0.43 0.21 0.5 0.0 0.0
6305 32380 7 0 1.00 0.40 0.89 0.6 0.0 0.0
6305 32501 7 0 1.00 0.40 0.89 0.35 0.0 0.0
6305 32380 108 0 1.00 0.43 0.21 0.5 0.0 0.0
6305 32380 108 0 1.00 0.40 0.89 0.6 0.0 0.0
6305 32501 108 0 1.00 0.40 0.89 0.35 0.0 0.0
6305 32229 186 0 0.25 0.25 0.25 0.5 0.0 0.0
6305 32229 187 0 0.25 0.25 0.25 0.5 0.0 0.0
6305 32229 188 0 0.25 0.25 0.25 0.5 0.0 0.0
6305 32380 186 0 1.00 0.40 0.89 0.3 0.0 0.0
6305 32380 187 0 1.00 0.40 0.89 0.3 0.0 0.0
6305 32380 188 0 1.00 0.40 0.89 0.3 0.0 0.0
6305 32501 186 0 1.00 0.40 0.89 0.2 0.0 0.0
6305 32501 188 0 1.00 0.40 0.89 0.2 0.0 0.0
//Heavenly Wings (Wing401.bmd) SM
6300 32380 6 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 9 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 15 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 17 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 21 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 22 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 29 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 32 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 34 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 40 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 41 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32380 45 0 0.98 0.93 0.62 0.5 0.0 0.0
6300 32002 13 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32002 14 0 1.00 0.72 0.25 1.0 0.0 0.0
6300 32002 16 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32002 23 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32002 33 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32002 38 0 1.00 0.72 0.25 1.0 0.0 0.0
6300 32002 39 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32002 46 0 1.00 0.72 0.25 2.0 0.0 0.0
6300 32501 10 0 0.14 0.14 1.00 0.5 0.0 0.0
6300 32501 12 0 0.14 0.14 1.00 0.5 0.0 0.0
6300 32501 35 0 0.14 0.14 1.00 0.5 0.0 0.0
6300 32501 37 0 0.14 0.14 1.00 0.5 0.0 0.0
// Wings of Conqueror
6297        32002         00            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         01            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         02            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         03            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         04            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         05            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         06            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         06            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         05            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         09            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         10            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         09            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         03            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         13            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         14            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         14            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         14            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         03            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         18            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         19            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         19            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         19            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         03            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         03            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         01            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         25            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         26            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         27            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         28            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         29            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         29            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         28            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         32            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         33            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         32            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         26            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         36            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         37            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         37            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         37            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         26            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         41            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         42            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         42            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         26            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         26            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         00            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         48            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         49            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         50            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         50            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         50            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         49            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         48            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         57           0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         57            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         57            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         57            0             0.83     0.32      0.10     1.5        0.0         0.0
6297        32002         56            0             0.83     0.32      0.10     1.5        0.0         0.0
end
